Total Run Time,600.031,Early Exit, false,,,,,
Number of Particles of Type 1,300,,,,,,,
Number of Particles of Type 2,0,,,,,,,
Number of Particles of Type 3,0,,,,,,,
Number of Particles of Type 4,0,,,,,,,
Number of Updates,,TotalTime,,,,Frame,Frame Time A,Frame Time B
1,,210.625,,,,3853,0.016,0.031
2,,210.672,,,,3854,0,0.047
2,,210.75,,,,3855,0,0.078
2,,210.813,,,,3856,0,0.063
2,,210.875,,,,3857,0,0.062
2,,210.938,,,,3858,0.015,0.063
2,,211.016,,,,3859,0,0.078
2,,211.078,,,,3860,0,0.062
2,,211.141,,,,3861,0,0.063
2,,211.203,,,,3862,0,0.062
2,,211.281,,,,3863,0.016,0.078
2,,211.344,,,,3864,0.031,0.063
2,,211.406,,,,3865,0,0.062
2,,211.469,,,,3866,0,0.063
1,,211.531,,,,3867,0.016,0.062
1,,211.563,,,,3868,0,0.032
2,,211.609,,,,3869,0,0.046
2,,211.672,,,,3870,0,0.063
2,,211.734,,,,3871,0,0.062
1,,211.797,,,,3872,0.015,0.063
2,,211.844,,,,3873,0,0.047
2,,211.906,,,,3874,0,0.062
2,,211.969,,,,3875,0,0.063
1,,212.031,,,,3876,0.016,0.062
1,,212.063,,,,3877,0,0.032
2,,212.109,,,,3878,0,0.046
2,,212.172,,,,3879,0.016,0.063
2,,212.234,,,,3880,0,0.062
1,,212.297,,,,3881,0,0.063
1,,212.328,,,,3882,0,0.031
1,,212.359,,,,3883,0,0.031
1,,212.391,,,,3884,0.015,0.032
2,,212.438,,,,3885,0.031,0.047
2,,212.5,,,,3886,0,0.062
1,,212.563,,,,3887,0,0.063
1,,212.594,,,,3888,0.016,0.031
2,,212.641,,,,3889,0,0.047
2,,212.703,,,,3890,0,0.062
1,,212.766,,,,3891,0,0.063
1,,212.797,,,,3892,0.016,0.031
2,,212.844,,,,3893,0,0.047
2,,212.906,,,,3894,0,0.062
2,,212.969,,,,3895,0,0.063
1,,213.031,,,,3896,0,0.062
1,,213.063,,,,3897,0.015,0.032
1,,213.094,,,,3898,0,0.031
2,,213.141,,,,3899,0,0.047
2,,213.203,,,,3900,0,0.062
1,,213.266,,,,3901,0.016,0.063
1,,213.297,,,,3902,0.031,0.031
1,,213.328,,,,3903,0,0.031
2,,213.375,,,,3904,0,0.047
2,,213.438,,,,3905,0,0.063
2,,213.5,,,,3906,0.016,0.062
1,,213.563,,,,3907,0,0.063
2,,213.609,,,,3908,0,0.046
2,,213.672,,,,3909,0,0.063
2,,213.734,,,,3910,0,0.062
1,,213.797,,,,3911,0.015,0.063
1,,213.828,,,,3912,0,0.031
2,,213.875,,,,3913,0,0.047
2,,213.938,,,,3914,0,0.063
2,,214,,,,3915,0.016,0.062
1,,214.063,,,,3916,0,0.063
1,,214.094,,,,3917,0,0.031
1,,214.125,,,,3918,0,0.031
2,,214.172,,,,3919,0,0.047
2,,214.234,,,,3920,0.016,0.062
1,,214.297,,,,3921,0,0.063
1,,214.328,,,,3922,0,0.031
1,,214.359,,,,3923,0,0.031
2,,214.406,,,,3924,0,0.047
2,,214.469,,,,3925,0.015,0.063
1,,214.531,,,,3926,0.032,0.062
1,,214.563,,,,3927,0,0.032
2,,214.609,,,,3928,0,0.046
2,,214.672,,,,3929,0.015,0.063
2,,214.734,,,,3930,0,0.062
1,,214.797,,,,3931,0,0.063
2,,214.844,,,,3932,0,0.047
2,,214.906,,,,3933,0,0.062
2,,214.969,,,,3934,0.016,0.063
1,,215.031,,,,3935,0,0.062
1,,215.063,,,,3936,0,0.032
1,,215.094,,,,3937,0,0.031
2,,215.141,,,,3938,0,0.047
2,,215.203,,,,3939,0.015,0.062
1,,215.266,,,,3940,0,0.063
1,,215.297,,,,3941,0,0.031
1,,215.328,,,,3942,0,0.031
1,,215.359,,,,3943,0,0.031
2,,215.406,,,,3944,0.016,0.047
2,,215.469,,,,3945,0.031,0.063
2,,215.547,,,,3946,0,0.078
2,,215.609,,,,3947,0,0.062
2,,215.672,,,,3948,0.016,0.063
2,,215.75,,,,3949,0,0.078
2,,215.813,,,,3950,0,0.063
2,,215.875,,,,3951,0,0.062
2,,215.938,,,,3952,0,0.063
2,,216,,,,3953,0.016,0.062
2,,216.078,,,,3954,0,0.078
2,,216.141,,,,3955,0,0.063
2,,216.203,,,,3956,0,0.062
1,,216.266,,,,3957,0,0.063
1,,216.297,,,,3958,0.015,0.031
1,,216.328,,,,3959,0,0.031
2,,216.375,,,,3960,0,0.047
2,,216.438,,,,3961,0,0.063
2,,216.5,,,,3962,0.016,0.062
1,,216.563,,,,3963,0.031,0.063
2,,216.609,,,,3964,0,0.046
2,,216.672,,,,3965,0,0.063
2,,216.734,,,,3966,0,0.062
2,,216.813,,,,3967,0.016,0.079
2,,216.875,,,,3968,0,0.062
2,,216.938,,,,3969,0,0.063
2,,217.016,,,,3970,0,0.078
2,,217.078,,,,3971,0,0.062
2,,217.141,,,,3972,0.015,0.063
2,,217.203,,,,3973,0,0.062
2,,217.281,,,,3974,0,0.078
2,,217.344,,,,3975,0,0.063
2,,217.406,,,,3976,0.016,0.062
2,,217.469,,,,3977,0,0.063
2,,217.547,,,,3978,0,0.078
2,,217.609,,,,3979,0,0.062
2,,217.672,,,,3980,0,0.063
2,,217.734,,,,3981,0.016,0.062
1,,217.797,,,,3982,0,0.063
2,,217.844,,,,3983,0,0.047
2,,217.906,,,,3984,0,0.062
2,,217.969,,,,3985,0,0.063
2,,218.047,,,,3986,0.015,0.078
2,,218.109,,,,3987,0.031,0.062
2,,218.172,,,,3988,0,0.063
2,,218.25,,,,3989,0,0.078
2,,218.313,,,,3990,0,0.063
2,,218.375,,,,3991,0.016,0.062
2,,218.438,,,,3992,0,0.063
2,,218.5,,,,3993,0,0.062
2,,218.578,,,,3994,0,0.078
2,,218.641,,,,3995,0.016,0.063
2,,218.703,,,,3996,0,0.062
1,,218.766,,,,3997,0,0.063
1,,218.797,,,,3998,0,0.031
1,,218.828,,,,3999,0,0.031
2,,218.875,,,,4000,0.015,0.047
2,,218.938,,,,4001,0,0.063
2,,219,,,,4002,0,0.062
1,,219.063,,,,4003,0,0.063
1,,219.094,,,,4004,0.016,0.031
2,,219.141,,,,4005,0.031,0.047
2,,219.203,,,,4006,0,0.062
1,,219.266,,,,4007,0,0.063
1,,219.297,,,,4008,0,0.031
1,,219.328,,,,4009,0.016,0.031
2,,219.375,,,,4010,0,0.047
2,,219.438,,,,4011,0,0.063
2,,219.5,,,,4012,0,0.062
1,,219.563,,,,4013,0.015,0.063
2,,219.609,,,,4014,0,0.046
2,,219.672,,,,4015,0,0.063
2,,219.734,,,,4016,0,0.062
1,,219.797,,,,4017,0,0.063
1,,219.828,,,,4018,0.016,0.031
2,,219.875,,,,4019,0,0.047
2,,219.938,,,,4020,0,0.063
2,,220,,,,4021,0,0.062
2,,220.078,,,,4022,0,0.078
2,,220.141,,,,4023,0.016,0.063
2,,220.203,,,,4024,0,0.062
1,,220.266,,,,4025,0,0.063
1,,220.297,,,,4026,0,0.031
1,,220.328,,,,4027,0.015,0.031
2,,220.375,,,,4028,0.032,0.047
2,,220.438,,,,4029,0,0.063
2,,220.5,,,,4030,0,0.062
1,,220.563,,,,4031,0,0.063
1,,220.594,,,,4032,0.015,0.031
2,,220.641,,,,4033,0,0.047
2,,220.703,,,,4034,0,0.062
1,,220.766,,,,4035,0,0.063
2,,220.813,,,,4036,0.016,0.047
2,,220.875,,,,4037,0,0.062
2,,220.938,,,,4038,0,0.063
2,,221,,,,4039,0,0.062
2,,221.078,,,,4040,0,0.078
2,,221.141,,,,4041,0.015,0.063
2,,221.203,,,,4042,0,0.062
1,,221.266,,,,4043,0,0.063
2,,221.313,,,,4044,0,0.047
2,,221.375,,,,4045,0,0.062
2,,221.438,,,,4046,0.016,0.063
2,,221.5,,,,4047,0.031,0.062
1,,221.563,,,,4048,0,0.063
1,,221.594,,,,4049,0,0.031
2,,221.641,,,,4050,0.016,0.047
2,,221.719,,,,4051,0,0.078
2,,221.781,,,,4052,0,0.062
2,,221.844,,,,4053,0,0.063
2,,221.906,,,,4054,0,0.062
2,,221.969,,,,4055,0.016,0.063
1,,222.031,,,,4056,0,0.062
2,,222.078,,,,4057,0,0.047
2,,222.141,,,,4058,0,0.063
2,,222.203,,,,4059,0,0.062
1,,222.266,,,,4060,0.015,0.063
1,,222.297,,,,4061,0,0.031
2,,222.344,,,,4062,0,0.047
2,,222.406,,,,4063,0,0.062
2,,222.469,,,,4064,0.016,0.063
1,,222.531,,,,4065,0.031,0.062
1,,222.563,,,,4066,0,0.032
1,,222.594,,,,4067,0,0.031
2,,222.641,,,,4068,0,0.047
2,,222.703,,,,4069,0.016,0.062
1,,222.766,,,,4070,0,0.063
1,,222.797,,,,4071,0,0.031
1,,222.828,,,,4072,0,0.031
2,,222.875,,,,4073,0.015,0.047
2,,222.938,,,,4074,0,0.063
2,,223,,,,4075,0,0.062
1,,223.063,,,,4076,0,0.063
1,,223.094,,,,4077,0,0.031
2,,223.141,,,,4078,0.016,0.047
2,,223.203,,,,4079,0,0.062
1,,223.266,,,,4080,0,0.063
1,,223.297,,,,4081,0,0.031
1,,223.328,,,,4082,0,0.031
2,,223.375,,,,4083,0.016,0.047
2,,223.438,,,,4084,0,0.063
2,,223.5,,,,4085,0,0.062
1,,223.563,,,,4086,0,0.063
1,,223.594,,,,4087,0.015,0.031
2,,223.641,,,,4088,0.031,0.047
2,,223.703,,,,4089,0,0.062
1,,223.766,,,,4090,0,0.063
2,,223.813,,,,4091,0,0.047
2,,223.875,,,,4092,0.016,0.062
2,,223.938,,,,4093,0,0.063
2,,224,,,,4094,0,0.062
1,,224.063,,,,4095,0,0.063
1,,224.094,,,,4096,0,0.031
2,,224.141,,,,4097,0.016,0.047
2,,224.203,,,,4098,0,0.062
1,,224.266,,,,4099,0,0.063
1,,224.297,,,,4100,0,0.031
2,,224.344,,,,4101,0.015,0.047
2,,224.406,,,,4102,0,0.062
2,,224.469,,,,4103,0,0.063
1,,224.531,,,,4104,0,0.062
1,,224.563,,,,4105,0,0.032
2,,224.609,,,,4106,0.016,0.046
2,,224.672,,,,4107,0.031,0.063
2,,224.734,,,,4108,0,0.062
1,,224.797,,,,4109,0,0.063
1,,224.828,,,,4110,0,0.031
2,,224.875,,,,4111,0.016,0.047
2,,224.938,,,,4112,0,0.063
2,,225,,,,4113,0,0.062
1,,225.063,,,,4114,0,0.063
2,,225.109,,,,4115,0.015,0.046
2,,225.172,,,,4116,0,0.063
2,,225.234,,,,4117,0,0.062
1,,225.297,,,,4118,0,0.063
1,,225.328,,,,4119,0,0.031
1,,225.359,,,,4120,0.016,0.031
2,,225.406,,,,4121,0,0.047
2,,225.469,,,,4122,0,0.063
1,,225.531,,,,4123,0,0.062
1,,225.563,,,,4124,0,0.032
2,,225.609,,,,4125,0.016,0.046
2,,225.672,,,,4126,0,0.063
2,,225.734,,,,4127,0,0.062
2,,225.813,,,,4128,0,0.079
2,,225.875,,,,4129,0,0.062
2,,225.938,,,,4130,0.015,0.063
2,,226.016,,,,4131,0.032,0.078
2,,226.078,,,,4132,0,0.062
2,,226.141,,,,4133,0,0.063
2,,226.203,,,,4134,0.015,0.062
2,,226.281,,,,4135,0,0.078
2,,226.344,,,,4136,0,0.063
2,,226.406,,,,4137,0,0.062
2,,226.469,,,,4138,0,0.063
1,,226.531,,,,4139,0.016,0.062
2,,226.578,,,,4140,0,0.047
2,,226.641,,,,4141,0,0.063
2,,226.703,,,,4142,0,0.062
1,,226.766,,,,4143,0.015,0.063
1,,226.797,,,,4144,0,0.031
2,,226.844,,,,4145,0,0.047
2,,226.906,,,,4146,0,0.062
2,,226.969,,,,4147,0,0.063
2,,227.047,,,,4148,0.016,0.078
2,,227.109,,,,4149,0.031,0.062
2,,227.172,,,,4150,0,0.063
2,,227.234,,,,4151,0,0.062
2,,227.313,,,,4152,0,0.079
2,,227.375,,,,4153,0.016,0.062
2,,227.438,,,,4154,0,0.063
2,,227.516,,,,4155,0,0.078
2,,227.578,,,,4156,0,0.062
2,,227.641,,,,4157,0,0.063
2,,227.703,,,,4158,0.016,0.062
1,,227.766,,,,4159,0,0.063
1,,227.797,,,,4160,0,0.031
2,,227.844,,,,4161,0,0.047
2,,227.906,,,,4162,0.015,0.062
2,,227.969,,,,4163,0,0.063
1,,228.031,,,,4164,0,0.062
1,,228.063,,,,4165,0,0.032
1,,228.094,,,,4166,0,0.031
1,,228.125,,,,4167,0.016,0.031
2,,228.172,,,,4168,0.031,0.047
2,,228.234,,,,4169,0,0.062
1,,228.297,,,,4170,0,0.063
1,,228.328,,,,4171,0.016,0.031
1,,228.359,,,,4172,0,0.031
2,,228.406,,,,4173,0,0.047
2,,228.469,,,,4174,0,0.063
1,,228.531,,,,4175,0,0.062
2,,228.578,,,,4176,0.015,0.047
2,,228.641,,,,4177,0,0.063
2,,228.703,,,,4178,0,0.062
1,,228.766,,,,4179,0,0.063
1,,228.797,,,,4180,0,0.031
1,,228.828,,,,4181,0.016,0.031
1,,228.859,,,,4182,0,0.031
2,,228.906,,,,4183,0,0.047
2,,228.969,,,,4184,0,0.063
1,,229.031,,,,4185,0,0.062
1,,229.063,,,,4186,0.016,0.032
1,,229.094,,,,4187,0,0.031
1,,229.125,,,,4188,0,0.031
2,,229.172,,,,4189,0,0.047
2,,229.234,,,,4190,0.015,0.062
1,,229.297,,,,4191,0.031,0.063
1,,229.328,,,,4192,0,0.031
1,,229.359,,,,4193,0,0.031
1,,229.391,,,,4194,0,0.032
2,,229.438,,,,4195,0.016,0.047
2,,229.5,,,,4196,0,0.062
1,,229.563,,,,4197,0,0.063
1,,229.594,,,,4198,0,0.031
1,,229.625,,,,4199,0,0.031
2,,229.672,,,,4200,0.016,0.047
2,,229.734,,,,4201,0,0.062
1,,229.797,,,,4202,0,0.063
2,,229.844,,,,4203,0,0.047
2,,229.906,,,,4204,0,0.062
2,,229.969,,,,4205,0.015,0.063
1,,230.031,,,,4206,0,0.062
1,,230.063,,,,4207,0,0.032
1,,230.094,,,,4208,0,0.031
2,,230.141,,,,4209,0.016,0.047
2,,230.203,,,,4210,0.031,0.062
1,,230.266,,,,4211,0,0.063
1,,230.297,,,,4212,0,0.031
1,,230.328,,,,4213,0.016,0.031
1,,230.359,,,,4214,0,0.031
2,,230.406,,,,4215,0,0.047
2,,230.469,,,,4216,0,0.063
1,,230.531,,,,4217,0,0.062
1,,230.563,,,,4218,0.015,0.032
1,,230.594,,,,4219,0,0.031
2,,230.641,,,,4220,0,0.047
2,,230.703,,,,4221,0,0.062
1,,230.766,,,,4222,0.016,0.063
2,,230.813,,,,4223,0,0.047
2,,230.875,,,,4224,0,0.062
2,,230.938,,,,4225,0,0.063
2,,231.016,,,,4226,0,0.078
2,,231.078,,,,4227,0.016,0.062
2,,231.141,,,,4228,0,0.063
2,,231.203,,,,4229,0,0.062
2,,231.281,,,,4230,0,0.078
2,,231.344,,,,4231,0,0.063
2,,231.406,,,,4232,0.015,0.062
2,,231.469,,,,4233,0.032,0.063
1,,231.531,,,,4234,0,0.062
1,,231.563,,,,4235,0,0.032
2,,231.609,,,,4236,0,0.046
2,,231.672,,,,4237,0.015,0.063
2,,231.734,,,,4238,0,0.062
1,,231.797,,,,4239,0,0.063
1,,231.828,,,,4240,0,0.031
2,,231.875,,,,4241,0.016,0.047
2,,231.938,,,,4242,0,0.063
2,,232,,,,4243,0,0.062
1,,232.063,,,,4244,0,0.063
2,,232.109,,,,4245,0,0.046
2,,232.172,,,,4246,0.015,0.063
2,,232.234,,,,4247,0,0.062
1,,232.297,,,,4248,0,0.063
1,,232.328,,,,4249,0,0.031
1,,232.359,,,,4250,0,0.031
1,,232.391,,,,4251,0.016,0.032
1,,232.422,,,,4252,0.031,0.031
2,,232.469,,,,4253,0,0.047
1,,232.531,,,,4254,0,0.062
1,,232.563,,,,4255,0.016,0.032
1,,232.594,,,,4256,0,0.031
1,,232.625,,,,4257,0,0.031
2,,232.672,,,,4258,0,0.047
2,,232.734,,,,4259,0.016,0.062
1,,232.797,,,,4260,0,0.063
1,,232.828,,,,4261,0,0.031
2,,232.875,,,,4262,0,0.047
2,,232.938,,,,4263,0.015,0.063
2,,233,,,,4264,0,0.062
1,,233.063,,,,4265,0,0.063
2,,233.109,,,,4266,0,0.046
2,,233.172,,,,4267,0,0.063
2,,233.234,,,,4268,0.016,0.062
1,,233.297,,,,4269,0.031,0.063
1,,233.328,,,,4270,0,0.031
2,,233.375,,,,4271,0,0.047
2,,233.438,,,,4272,0.016,0.063
2,,233.5,,,,4273,0,0.062
1,,233.563,,,,4274,0,0.063
2,,233.609,,,,4275,0,0.046
2,,233.672,,,,4276,0,0.063
2,,233.734,,,,4277,0.015,0.062
1,,233.797,,,,4278,0,0.063
1,,233.828,,,,4279,0,0.031
2,,233.875,,,,4280,0,0.047
2,,233.938,,,,4281,0.016,0.063
2,,234,,,,4282,0,0.062
1,,234.063,,,,4283,0,0.063
1,,234.094,,,,4284,0,0.031
2,,234.141,,,,4285,0,0.047
2,,234.203,,,,4286,0.016,0.062
1,,234.266,,,,4287,0,0.063
1,,234.297,,,,4288,0,0.031
1,,234.328,,,,4289,0,0.031
2,,234.375,,,,4290,0,0.047
2,,234.438,,,,4291,0.015,0.063
2,,234.5,,,,4292,0.031,0.062
1,,234.563,,,,4293,0,0.063
1,,234.594,,,,4294,0,0.031
2,,234.641,,,,4295,0.016,0.047
2,,234.703,,,,4296,0,0.062
1,,234.766,,,,4297,0,0.063
1,,234.797,,,,4298,0.016,0.031
1,,234.828,,,,4299,0,0.031
2,,234.875,,,,4300,0,0.047
2,,234.938,,,,4301,0.015,0.063
2,,235,,,,4302,0,0.062
1,,235.063,,,,4303,0,0.063
1,,235.094,,,,4304,0.016,0.031
1,,235.125,,,,4305,0.031,0.031
2,,235.172,,,,4306,0,0.047
2,,235.234,,,,4307,0,0.062
1,,235.297,,,,4308,0,0.063
1,,235.328,,,,4309,0.016,0.031
1,,235.359,,,,4310,0,0.031
2,,235.406,,,,4311,0,0.047
2,,235.469,,,,4312,0,0.063
1,,235.531,,,,4313,0,0.062
1,,235.563,,,,4314,0.015,0.032
1,,235.594,,,,4315,0,0.031
2,,235.641,,,,4316,0,0.047
2,,235.703,,,,4317,0,0.062
1,,235.766,,,,4318,0.016,0.063
2,,235.813,,,,4319,0,0.047
2,,235.875,,,,4320,0,0.062
2,,235.938,,,,4321,0,0.063
2,,236,,,,4322,0,0.062
1,,236.063,,,,4323,0.016,0.063
2,,236.109,,,,4324,0,0.046
2,,236.172,,,,4325,0,0.063
2,,236.234,,,,4326,0,0.062
1,,236.297,,,,4327,0,0.063
2,,236.344,,,,4328,0.015,0.047
2,,236.406,,,,4329,0.032,0.062
2,,236.469,,,,4330,0,0.063
1,,236.531,,,,4331,0,0.062
1,,236.563,,,,4332,0.015,0.032
1,,236.594,,,,4333,0,0.031
2,,236.641,,,,4334,0,0.047
2,,236.703,,,,4335,0,0.062
1,,236.766,,,,4336,0,0.063
1,,236.797,,,,4337,0.016,0.031
1,,236.828,,,,4338,0,0.031
1,,236.859,,,,4339,0,0.031
2,,236.906,,,,4340,0,0.047
2,,236.969,,,,4341,0.015,0.063
1,,237.031,,,,4342,0,0.062
2,,237.078,,,,4343,0,0.047
2,,237.141,,,,4344,0,0.063
2,,237.203,,,,4345,0.016,0.062
1,,237.266,,,,4346,0.031,0.063
1,,237.297,,,,4347,0,0.031
1,,237.328,,,,4348,0,0.031
2,,237.375,,,,4349,0,0.047
2,,237.438,,,,4350,0.016,0.063
2,,237.516,,,,4351,0,0.078
2,,237.578,,,,4352,0,0.062
2,,237.641,,,,4353,0,0.063
2,,237.703,,,,4354,0,0.062
1,,237.766,,,,4355,0.016,0.063
1,,237.797,,,,4356,0,0.031
1,,237.828,,,,4357,0,0.031
2,,237.875,,,,4358,0,0.047
2,,237.938,,,,4359,0.015,0.063
2,,238,,,,4360,0,0.062
1,,238.063,,,,4361,0,0.063
1,,238.094,,,,4362,0,0.031
2,,238.141,,,,4363,0,0.047
2,,238.203,,,,4364,0.016,0.062
1,,238.266,,,,4365,0.031,0.063
1,,238.297,,,,4366,0,0.031
1,,238.328,,,,4367,0,0.031
1,,238.359,,,,4368,0,0.031
2,,238.406,,,,4369,0.016,0.047
2,,238.469,,,,4370,0,0.063
1,,238.531,,,,4371,0,0.062
1,,238.563,,,,4372,0,0.032
1,,238.594,,,,4373,0.015,0.031
1,,238.625,,,,4374,0,0.031
2,,238.672,,,,4375,0,0.047
2,,238.734,,,,4376,0,0.062
1,,238.797,,,,4377,0,0.063
1,,238.828,,,,4378,0.016,0.031
1,,238.859,,,,4379,0,0.031
1,,238.891,,,,4380,0,0.032
2,,238.938,,,,4381,0,0.047
2,,239,,,,4382,0.016,0.062
1,,239.063,,,,4383,0,0.063
1,,239.094,,,,4384,0,0.031
1,,239.125,,,,4385,0,0.031
2,,239.172,,,,4386,0,0.047
2,,239.234,,,,4387,0.015,0.062
1,,239.297,,,,4388,0.031,0.063
1,,239.328,,,,4389,0,0.031
1,,239.359,,,,4390,0,0.031
1,,239.391,,,,4391,0.016,0.032
2,,239.438,,,,4392,0,0.047
2,,239.5,,,,4393,0,0.062
1,,239.563,,,,4394,0,0.063
1,,239.594,,,,4395,0,0.031
1,,239.625,,,,4396,0.016,0.031
2,,239.672,,,,4397,0,0.047
2,,239.734,,,,4398,0,0.062
1,,239.797,,,,4399,0,0.063
2,,239.844,,,,4400,0,0.047
2,,239.906,,,,4401,0.015,0.062
2,,239.969,,,,4402,0,0.063
1,,240.031,,,,4403,0,0.062
2,,240.078,,,,4404,0,0.047
2,,240.141,,,,4405,0.016,0.063
2,,240.203,,,,4406,0.031,0.062
1,,240.266,,,,4407,0,0.063
1,,240.297,,,,4408,0,0.031
2,,240.344,,,,4409,0,0.047
2,,240.406,,,,4410,0.016,0.062
2,,240.469,,,,4411,0,0.063
1,,240.531,,,,4412,0,0.062
1,,240.563,,,,4413,0,0.032
1,,240.594,,,,4414,0,0.031
1,,240.625,,,,4415,0.015,0.031
2,,240.672,,,,4416,0,0.047
2,,240.734,,,,4417,0,0.062
1,,240.797,,,,4418,0,0.063
1,,240.828,,,,4419,0,0.031
2,,240.875,,,,4420,0.016,0.047
2,,240.938,,,,4421,0,0.063
2,,241,,,,4422,0,0.062
1,,241.063,,,,4423,0,0.063
1,,241.094,,,,4424,0.016,0.031
2,,241.141,,,,4425,0,0.047
2,,241.203,,,,4426,0,0.062
2,,241.281,,,,4427,0,0.078
2,,241.344,,,,4428,0.015,0.063
2,,241.406,,,,4429,0.032,0.062
2,,241.469,,,,4430,0,0.063
1,,241.531,,,,4431,0,0.062
1,,241.563,,,,4432,0,0.032
2,,241.609,,,,4433,0.015,0.046
2,,241.672,,,,4434,0,0.063
2,,241.734,,,,4435,0,0.062
1,,241.797,,,,4436,0,0.063
1,,241.828,,,,4437,0,0.031
1,,241.859,,,,4438,0.016,0.031
2,,241.906,,,,4439,0,0.047
2,,241.969,,,,4440,0,0.063
1,,242.031,,,,4441,0,0.062
2,,242.078,,,,4442,0,0.047
2,,242.141,,,,4443,0.015,0.063
2,,242.203,,,,4444,0,0.062
1,,242.266,,,,4445,0,0.063
1,,242.297,,,,4446,0,0.031
1,,242.328,,,,4447,0.016,0.031
2,,242.375,,,,4448,0.031,0.047
2,,242.438,,,,4449,0,0.063
2,,242.5,,,,4450,0,0.062
1,,242.563,,,,4451,0,0.063
1,,242.594,,,,4452,0.016,0.031
2,,242.641,,,,4453,0,0.047
2,,242.703,,,,4454,0,0.062
1,,242.766,,,,4455,0,0.063
1,,242.797,,,,4456,0,0.031
1,,242.828,,,,4457,0.016,0.031
1,,242.859,,,,4458,0,0.031
2,,242.906,,,,4459,0,0.047
2,,242.969,,,,4460,0,0.063
1,,243.031,,,,4461,0.015,0.062
1,,243.063,,,,4462,0,0.032
1,,243.094,,,,4463,0,0.031
2,,243.141,,,,4464,0,0.047
2,,243.203,,,,4465,0,0.062
1,,243.266,,,,4466,0.016,0.063
1,,243.297,,,,4467,0.031,0.031
1,,243.328,,,,4468,0,0.031
2,,243.375,,,,4469,0,0.047
2,,243.438,,,,4470,0.016,0.063
2,,243.5,,,,4471,0,0.062
1,,243.563,,,,4472,0,0.063
1,,243.594,,,,4473,0,0.031
1,,243.625,,,,4474,0,0.031
2,,243.672,,,,4475,0.015,0.047
2,,243.734,,,,4476,0,0.062
1,,243.797,,,,4477,0,0.063
1,,243.828,,,,4478,0,0.031
1,,243.859,,,,4479,0.016,0.031
1,,243.891,,,,4480,0,0.032
2,,243.938,,,,4481,0,0.047
2,,244,,,,4482,0,0.062
1,,244.063,,,,4483,0.016,0.063
1,,244.094,,,,4484,0,0.031
2,,244.141,,,,4485,0,0.047
2,,244.203,,,,4486,0,0.062
1,,244.266,,,,4487,0,0.063
1,,244.297,,,,4488,0.015,0.031
1,,244.328,,,,4489,0.031,0.031
1,,244.359,,,,4490,0,0.031
2,,244.406,,,,4491,0,0.047
2,,244.469,,,,4492,0.016,0.063
1,,244.531,,,,4493,0,0.062
1,,244.563,,,,4494,0,0.032
1,,244.594,,,,4495,0,0.031
1,,244.625,,,,4496,0,0.031
2,,244.672,,,,4497,0.016,0.047
2,,244.734,,,,4498,0,0.062
2,,244.813,,,,4499,0,0.079
2,,244.891,,,,4500,0,0.078
2,,244.953,,,,4501,0,0.062
2,,245.016,,,,4502,0.015,0.063
2,,245.078,,,,4503,0,0.062
2,,245.141,,,,4504,0,0.063
2,,245.219,,,,4505,0,0.078
2,,245.281,,,,4506,0.016,0.062
2,,245.344,,,,4507,0.031,0.063
2,,245.422,,,,4508,0,0.078
2,,245.484,,,,4509,0,0.062
2,,245.547,,,,4510,0.016,0.063
2,,245.609,,,,4511,0,0.062
2,,245.672,,,,4512,0,0.063
2,,245.734,,,,4513,0,0.062
2,,245.813,,,,4514,0,0.079
2,,245.875,,,,4515,0.015,0.062
2,,245.938,,,,4516,0,0.063
2,,246.016,,,,4517,0,0.078
2,,246.078,,,,4518,0,0.062
2,,246.141,,,,4519,0,0.063
2,,246.203,,,,4520,0.016,0.062
1,,246.266,,,,4521,0,0.063
1,,246.297,,,,4522,0,0.031
2,,246.344,,,,4523,0,0.047
2,,246.406,,,,4524,0,0.062
2,,246.469,,,,4525,0.016,0.063
1,,246.531,,,,4526,0,0.062
1,,246.563,,,,4527,0,0.032
2,,246.609,,,,4528,0,0.046
2,,246.672,,,,4529,0.015,0.063
2,,246.734,,,,4530,0.032,0.062
1,,246.797,,,,4531,0,0.063
2,,246.844,,,,4532,0,0.047
2,,246.906,,,,4533,0,0.062
2,,246.969,,,,4534,0.015,0.063
2,,247.047,,,,4535,0,0.078
2,,247.109,,,,4536,0,0.062
2,,247.172,,,,4537,0,0.063
2,,247.234,,,,4538,0.016,0.062
1,,247.297,,,,4539,0,0.063
1,,247.328,,,,4540,0,0.031
2,,247.375,,,,4541,0,0.047
2,,247.438,,,,4542,0,0.063
2,,247.516,,,,4543,0.015,0.078
2,,247.578,,,,4544,0,0.062
2,,247.641,,,,4545,0,0.063
2,,247.703,,,,4546,0,0.062
1,,247.766,,,,4547,0.016,0.063
1,,247.797,,,,4548,0.031,0.031
2,,247.844,,,,4549,0,0.047
2,,247.906,,,,4550,0,0.062
2,,247.969,,,,4551,0.016,0.063
1,,248.031,,,,4552,0,0.062
1,,248.063,,,,4553,0,0.032
1,,248.094,,,,4554,0,0.031
1,,248.125,,,,4555,0,0.031
2,,248.172,,,,4556,0.016,0.047
2,,248.234,,,,4557,0,0.062
2,,248.313,,,,4558,0,0.079
2,,248.375,,,,4559,0,0.062
2,,248.438,,,,4560,0,0.063
2,,248.5,,,,4561,0.015,0.062
1,,248.563,,,,4562,0,0.063
1,,248.594,,,,4563,0,0.031
