Total Run Time,600.031,Early Exit, false,,,,,
Number of Particles of Type 1,300,,,,,,,
Number of Particles of Type 2,0,,,,,,,
Number of Particles of Type 3,0,,,,,,,
Number of Particles of Type 4,0,,,,,,,
Number of Updates,,TotalTime,,,,Frame,Frame Time A,Frame Time B
2,,309.234,,,,5720,0.015,0.062
1,,309.297,,,,5721,0,0.063
1,,309.328,,,,5722,0,0.031
2,,309.375,,,,5723,0,0.047
2,,309.438,,,,5724,0.016,0.063
2,,309.5,,,,5725,0,0.062
1,,309.563,,,,5726,0,0.063
1,,309.594,,,,5727,0,0.031
2,,309.641,,,,5728,0,0.047
2,,309.703,,,,5729,0.016,0.062
1,,309.766,,,,5730,0,0.063
1,,309.797,,,,5731,0,0.031
1,,309.828,,,,5732,0,0.031
2,,309.875,,,,5733,0,0.047
2,,309.938,,,,5734,0.015,0.063
2,,310,,,,5735,0.032,0.062
1,,310.063,,,,5736,0,0.063
1,,310.094,,,,5737,0,0.031
1,,310.125,,,,5738,0.015,0.031
2,,310.172,,,,5739,0,0.047
2,,310.234,,,,5740,0,0.062
1,,310.297,,,,5741,0,0.063
1,,310.328,,,,5742,0,0.031
1,,310.359,,,,5743,0.016,0.031
1,,310.391,,,,5744,0,0.032
2,,310.438,,,,5745,0,0.047
2,,310.5,,,,5746,0,0.062
1,,310.563,,,,5747,0,0.063
1,,310.594,,,,5748,0.015,0.031
1,,310.625,,,,5749,0,0.031
2,,310.672,,,,5750,0,0.047
2,,310.734,,,,5751,0,0.062
1,,310.797,,,,5752,0.016,0.063
1,,310.828,,,,5753,0.031,0.031
1,,310.859,,,,5754,0,0.031
2,,310.906,,,,5755,0,0.047
2,,310.969,,,,5756,0.016,0.063
1,,311.031,,,,5757,0,0.062
1,,311.063,,,,5758,0,0.032
1,,311.094,,,,5759,0,0.031
1,,311.125,,,,5760,0,0.031
2,,311.172,,,,5761,0.016,0.047
2,,311.234,,,,5762,0,0.062
1,,311.297,,,,5763,0,0.063
2,,311.344,,,,5764,0,0.047
2,,311.406,,,,5765,0.015,0.062
2,,311.484,,,,5766,0,0.078
2,,311.547,,,,5767,0,0.063
2,,311.609,,,,5768,0,0.062
2,,311.672,,,,5769,0,0.063
2,,311.734,,,,5770,0.016,0.062
1,,311.797,,,,5771,0.031,0.063
2,,311.844,,,,5772,0,0.047
2,,311.906,,,,5773,0,0.062
2,,311.969,,,,5774,0,0.063
2,,312.047,,,,5775,0.016,0.078
2,,312.109,,,,5776,0,0.062
2,,312.172,,,,5777,0,0.063
2,,312.234,,,,5778,0,0.062
2,,312.313,,,,5779,0,0.079
2,,312.375,,,,5780,0.015,0.062
2,,312.438,,,,5781,0,0.063
2,,312.5,,,,5782,0,0.062
1,,312.563,,,,5783,0,0.063
1,,312.594,,,,5784,0.016,0.031
1,,312.625,,,,5785,0,0.031
2,,312.672,,,,5786,0,0.047
2,,312.734,,,,5787,0,0.062
1,,312.797,,,,5788,0,0.063
2,,312.844,,,,5789,0.016,0.047
2,,312.906,,,,5790,0,0.062
2,,312.969,,,,5791,0,0.063
1,,313.031,,,,5792,0,0.062
1,,313.063,,,,5793,0,0.032
1,,313.094,,,,5794,0.015,0.031
1,,313.125,,,,5795,0.031,0.031
2,,313.172,,,,5796,0,0.047
2,,313.234,,,,5797,0,0.062
1,,313.297,,,,5798,0,0.063
1,,313.328,,,,5799,0.016,0.031
2,,313.375,,,,5800,0,0.047
2,,313.438,,,,5801,0,0.063
2,,313.5,,,,5802,0,0.062
1,,313.563,,,,5803,0.016,0.063
2,,313.609,,,,5804,0,0.046
2,,313.672,,,,5805,0,0.063
2,,313.734,,,,5806,0,0.062
1,,313.797,,,,5807,0.015,0.063
1,,313.828,,,,5808,0,0.031
2,,313.875,,,,5809,0,0.047
2,,313.938,,,,5810,0,0.063
2,,314,,,,5811,0,0.062
1,,314.063,,,,5812,0.016,0.063
1,,314.094,,,,5813,0.031,0.031
2,,314.141,,,,5814,0,0.047
2,,314.203,,,,5815,0,0.062
1,,314.266,,,,5816,0,0.063
1,,314.297,,,,5817,0.016,0.031
1,,314.328,,,,5818,0,0.031
1,,314.359,,,,5819,0,0.031
2,,314.406,,,,5820,0,0.047
2,,314.469,,,,5821,0,0.063
1,,314.531,,,,5822,0.015,0.062
2,,314.578,,,,5823,0,0.047
2,,314.641,,,,5824,0,0.063
2,,314.703,,,,5825,0,0.062
1,,314.766,,,,5826,0.016,0.063
2,,314.813,,,,5827,0,0.047
2,,314.875,,,,5828,0,0.062
2,,314.938,,,,5829,0,0.063
2,,315,,,,5830,0,0.062
1,,315.063,,,,5831,0.016,0.063
2,,315.109,,,,5832,0,0.046
2,,315.172,,,,5833,0,0.063
2,,315.234,,,,5834,0,0.062
2,,315.313,,,,5835,0,0.079
2,,315.375,,,,5836,0.015,0.062
2,,315.438,,,,5837,0.032,0.063
2,,315.5,,,,5838,0,0.062
1,,315.563,,,,5839,0,0.063
1,,315.594,,,,5840,0.015,0.031
2,,315.641,,,,5841,0,0.047
2,,315.703,,,,5842,0,0.062
1,,315.766,,,,5843,0,0.063
1,,315.797,,,,5844,0.016,0.031
1,,315.828,,,,5845,0,0.031
1,,315.859,,,,5846,0,0.031
2,,315.906,,,,5847,0,0.047
2,,315.969,,,,5848,0,0.063
1,,316.031,,,,5849,0.015,0.062
1,,316.063,,,,5850,0,0.032
1,,316.094,,,,5851,0,0.031
1,,316.125,,,,5852,0,0.031
2,,316.172,,,,5853,0,0.047
2,,316.234,,,,5854,0.016,0.062
1,,316.297,,,,5855,0.031,0.063
1,,316.328,,,,5856,0,0.031
2,,316.375,,,,5857,0,0.047
2,,316.438,,,,5858,0,0.063
2,,316.5,,,,5859,0.016,0.062
1,,316.563,,,,5860,0,0.063
1,,316.594,,,,5861,0,0.031
1,,316.625,,,,5862,0,0.031
2,,316.672,,,,5863,0.016,0.047
2,,316.734,,,,5864,0,0.062
1,,316.797,,,,5865,0,0.063
1,,316.828,,,,5866,0,0.031
2,,316.875,,,,5867,0,0.047
2,,316.938,,,,5868,0.015,0.063
2,,317,,,,5869,0,0.062
1,,317.063,,,,5870,0,0.063
1,,317.094,,,,5871,0,0.031
2,,317.141,,,,5872,0,0.047
2,,317.203,,,,5873,0.016,0.062
2,,317.281,,,,5874,0.031,0.078
2,,317.344,,,,5875,0,0.063
2,,317.406,,,,5876,0,0.062
2,,317.469,,,,5877,0,0.063
1,,317.531,,,,5878,0.016,0.062
2,,317.578,,,,5879,0,0.047
2,,317.641,,,,5880,0,0.063
2,,317.703,,,,5881,0,0.062
2,,317.781,,,,5882,0.015,0.078
2,,317.844,,,,5883,0,0.063
2,,317.922,,,,5884,0,0.078
2,,317.984,,,,5885,0,0.062
2,,318.047,,,,5886,0,0.063
2,,318.109,,,,5887,0.016,0.062
2,,318.172,,,,5888,0,0.063
2,,318.234,,,,5889,0,0.062
2,,318.313,,,,5890,0,0.079
2,,318.375,,,,5891,0,0.062
2,,318.438,,,,5892,0.016,0.063
2,,318.5,,,,5893,0,0.062
2,,318.578,,,,5894,0,0.078
2,,318.641,,,,5895,0,0.063
2,,318.703,,,,5896,0.015,0.062
1,,318.766,,,,5897,0.031,0.063
1,,318.797,,,,5898,0,0.031
1,,318.828,,,,5899,0,0.031
2,,318.875,,,,5900,0,0.047
2,,318.938,,,,5901,0.016,0.063
2,,319,,,,5902,0,0.062
1,,319.063,,,,5903,0,0.063
1,,319.094,,,,5904,0,0.031
1,,319.125,,,,5905,0.016,0.031
2,,319.172,,,,5906,0,0.047
2,,319.234,,,,5907,0,0.062
1,,319.297,,,,5908,0,0.063
1,,319.328,,,,5909,0,0.031
1,,319.359,,,,5910,0.015,0.031
1,,319.391,,,,5911,0,0.032
2,,319.438,,,,5912,0,0.047
2,,319.5,,,,5913,0,0.062
1,,319.563,,,,5914,0.016,0.063
1,,319.594,,,,5915,0.031,0.031
1,,319.625,,,,5916,0,0.031
1,,319.656,,,,5917,0,0.031
2,,319.703,,,,5918,0,0.047
1,,319.766,,,,5919,0.016,0.063
1,,319.797,,,,5920,0,0.031
1,,319.828,,,,5921,0,0.031
2,,319.875,,,,5922,0,0.047
2,,319.938,,,,5923,0.015,0.063
2,,320,,,,5924,0,0.062
1,,320.063,,,,5925,0,0.063
1,,320.094,,,,5926,0,0.031
1,,320.125,,,,5927,0.016,0.031
1,,320.156,,,,5928,0,0.031
2,,320.203,,,,5929,0,0.047
1,,320.266,,,,5930,0,0.063
2,,320.313,,,,5931,0,0.047
2,,320.375,,,,5932,0.016,0.062
2,,320.438,,,,5933,0,0.063
2,,320.5,,,,5934,0,0.062
1,,320.563,,,,5935,0,0.063
1,,320.594,,,,5936,0,0.031
2,,320.641,,,,5937,0.015,0.047
2,,320.703,,,,5938,0.032,0.062
1,,320.766,,,,5939,0,0.063
1,,320.797,,,,5940,0,0.031
1,,320.828,,,,5941,0.015,0.031
2,,320.875,,,,5942,0,0.047
2,,320.938,,,,5943,0,0.063
2,,321,,,,5944,0,0.062
2,,321.078,,,,5945,0,0.078
2,,321.141,,,,5946,0.016,0.063
2,,321.203,,,,5947,0,0.062
1,,321.266,,,,5948,0,0.063
1,,321.297,,,,5949,0,0.031
2,,321.344,,,,5950,0,0.047
2,,321.406,,,,5951,0.015,0.062
2,,321.469,,,,5952,0,0.063
2,,321.547,,,,5953,0,0.078
2,,321.609,,,,5954,0,0.062
2,,321.672,,,,5955,0,0.063
2,,321.734,,,,5956,0.016,0.062
1,,321.797,,,,5957,0.031,0.063
1,,321.828,,,,5958,0,0.031
2,,321.875,,,,5959,0,0.047
2,,321.938,,,,5960,0.016,0.063
2,,322,,,,5961,0,0.062
2,,322.078,,,,5962,0,0.078
2,,322.141,,,,5963,0,0.063
2,,322.203,,,,5964,0,0.062
2,,322.281,,,,5965,0.016,0.078
2,,322.344,,,,5966,0,0.063
2,,322.406,,,,5967,0,0.062
2,,322.469,,,,5968,0,0.063
2,,322.547,,,,5969,0.015,0.078
2,,322.609,,,,5970,0,0.062
2,,322.672,,,,5971,0,0.063
2,,322.734,,,,5972,0,0.062
2,,322.813,,,,5973,0,0.079
2,,322.875,,,,5974,0.016,0.062
2,,322.938,,,,5975,0.031,0.063
2,,323,,,,5976,0,0.062
1,,323.063,,,,5977,0,0.063
1,,323.094,,,,5978,0.016,0.031
2,,323.141,,,,5979,0,0.047
2,,323.203,,,,5980,0,0.062
1,,323.266,,,,5981,0,0.063
1,,323.297,,,,5982,0,0.031
1,,323.328,,,,5983,0.015,0.031
2,,323.375,,,,5984,0,0.047
2,,323.438,,,,5985,0,0.063
2,,323.5,,,,5986,0,0.062
1,,323.563,,,,5987,0,0.063
1,,323.594,,,,5988,0.016,0.031
2,,323.641,,,,5989,0,0.047
2,,323.703,,,,5990,0,0.062
1,,323.766,,,,5991,0,0.063
1,,323.797,,,,5992,0,0.031
1,,323.828,,,,5993,0.016,0.031
2,,323.875,,,,5994,0,0.047
2,,323.938,,,,5995,0,0.063
2,,324,,,,5996,0,0.062
1,,324.063,,,,5997,0.015,0.063
1,,324.094,,,,5998,0.031,0.031
2,,324.141,,,,5999,0,0.047
2,,324.203,,,,6000,0,0.062
1,,324.266,,,,6001,0,0.063
1,,324.297,,,,6002,0.016,0.031
1,,324.328,,,,6003,0,0.031
1,,324.359,,,,6004,0,0.031
2,,324.406,,,,6005,0,0.047
2,,324.469,,,,6006,0,0.063
1,,324.531,,,,6007,0.016,0.062
1,,324.563,,,,6008,0,0.032
1,,324.594,,,,6009,0,0.031
2,,324.641,,,,6010,0,0.047
2,,324.703,,,,6011,0.015,0.062
1,,324.766,,,,6012,0,0.063
1,,324.797,,,,6013,0,0.031
1,,324.828,,,,6014,0,0.031
1,,324.859,,,,6015,0.016,0.031
1,,324.891,,,,6016,0.031,0.032
2,,324.938,,,,6017,0,0.047
2,,325,,,,6018,0,0.062
1,,325.063,,,,6019,0.016,0.063
2,,325.109,,,,6020,0,0.046
2,,325.172,,,,6021,0,0.063
2,,325.234,,,,6022,0,0.062
1,,325.297,,,,6023,0,0.063
2,,325.344,,,,6024,0.015,0.047
2,,325.406,,,,6025,0,0.062
2,,325.469,,,,6026,0,0.063
1,,325.531,,,,6027,0,0.062
1,,325.563,,,,6028,0,0.032
1,,325.594,,,,6029,0.016,0.031
2,,325.641,,,,6030,0,0.047
2,,325.703,,,,6031,0,0.062
1,,325.766,,,,6032,0,0.063
2,,325.813,,,,6033,0,0.047
2,,325.875,,,,6034,0.016,0.062
2,,325.938,,,,6035,0,0.063
2,,326,,,,6036,0,0.062
1,,326.063,,,,6037,0,0.063
2,,326.109,,,,6038,0.015,0.046
2,,326.172,,,,6039,0.032,0.063
2,,326.234,,,,6040,0,0.062
1,,326.297,,,,6041,0,0.063
1,,326.328,,,,6042,0,0.031
1,,326.359,,,,6043,0.015,0.031
2,,326.406,,,,6044,0,0.047
2,,326.484,,,,6045,0,0.078
2,,326.547,,,,6046,0,0.063
2,,326.609,,,,6047,0,0.062
2,,326.672,,,,6048,0.016,0.063
2,,326.734,,,,6049,0,0.062
1,,326.797,,,,6050,0,0.063
1,,326.828,,,,6051,0,0.031
2,,326.875,,,,6052,0.015,0.047
2,,326.938,,,,6053,0,0.063
2,,327,,,,6054,0,0.062
2,,327.078,,,,6055,0,0.078
2,,327.141,,,,6056,0,0.063
2,,327.203,,,,6057,0.016,0.062
1,,327.266,,,,6058,0.031,0.063
2,,327.313,,,,6059,0,0.047
2,,327.375,,,,6060,0.016,0.062
2,,327.438,,,,6061,0,0.063
2,,327.5,,,,6062,0,0.062
1,,327.563,,,,6063,0,0.063
1,,327.594,,,,6064,0,0.031
1,,327.625,,,,6065,0.016,0.031
2,,327.672,,,,6066,0,0.047
2,,327.734,,,,6067,0,0.062
1,,327.797,,,,6068,0,0.063
1,,327.828,,,,6069,0.015,0.031
1,,327.859,,,,6070,0,0.031
2,,327.906,,,,6071,0,0.047
2,,327.984,,,,6072,0,0.078
2,,328.047,,,,6073,0,0.063
2,,328.109,,,,6074,0.016,0.062
2,,328.172,,,,6075,0.031,0.063
2,,328.234,,,,6076,0,0.062
1,,328.297,,,,6077,0,0.063
1,,328.328,,,,6078,0,0.031
2,,328.375,,,,6079,0.016,0.047
2,,328.438,,,,6080,0,0.063
2,,328.5,,,,6081,0,0.062
1,,328.563,,,,6082,0,0.063
1,,328.594,,,,6083,0,0.031
1,,328.625,,,,6084,0.015,0.031
2,,328.672,,,,6085,0,0.047
2,,328.734,,,,6086,0,0.062
1,,328.797,,,,6087,0,0.063
1,,328.828,,,,6088,0.016,0.031
1,,328.859,,,,6089,0,0.031
2,,328.906,,,,6090,0,0.047
2,,328.969,,,,6091,0,0.063
1,,329.031,,,,6092,0.016,0.062
1,,329.063,,,,6093,0,0.032
1,,329.094,,,,6094,0,0.031
1,,329.125,,,,6095,0,0.031
2,,329.172,,,,6096,0,0.047
2,,329.234,,,,6097,0.015,0.062
1,,329.297,,,,6098,0.031,0.063
1,,329.328,,,,6099,0,0.031
2,,329.375,,,,6100,0,0.047
2,,329.438,,,,6101,0,0.063
2,,329.5,,,,6102,0.016,0.062
1,,329.563,,,,6103,0,0.063
1,,329.594,,,,6104,0,0.031
1,,329.625,,,,6105,0,0.031
2,,329.672,,,,6106,0.016,0.047
2,,329.734,,,,6107,0,0.062
1,,329.797,,,,6108,0,0.063
1,,329.828,,,,6109,0,0.031
1,,329.859,,,,6110,0,0.031
2,,329.906,,,,6111,0.015,0.047
2,,329.969,,,,6112,0,0.063
1,,330.031,,,,6113,0,0.062
1,,330.063,,,,6114,0,0.032
1,,330.094,,,,6115,0,0.031
1,,330.125,,,,6116,0.016,0.031
2,,330.172,,,,6117,0.031,0.047
2,,330.234,,,,6118,0,0.062
1,,330.297,,,,6119,0,0.063
1,,330.328,,,,6120,0.016,0.031
2,,330.375,,,,6121,0,0.047
2,,330.438,,,,6122,0,0.063
2,,330.5,,,,6123,0,0.062
1,,330.563,,,,6124,0,0.063
1,,330.594,,,,6125,0.015,0.031
1,,330.625,,,,6126,0,0.031
2,,330.672,,,,6127,0,0.047
2,,330.734,,,,6128,0,0.062
1,,330.797,,,,6129,0,0.063
1,,330.828,,,,6130,0.016,0.031
1,,330.859,,,,6131,0,0.031
2,,330.906,,,,6132,0,0.047
2,,330.969,,,,6133,0,0.063
1,,331.031,,,,6134,0,0.062
1,,331.063,,,,6135,0.016,0.032
1,,331.094,,,,6136,0,0.031
1,,331.125,,,,6137,0,0.031
2,,331.172,,,,6138,0,0.047
2,,331.234,,,,6139,0.015,0.062
1,,331.297,,,,6140,0.032,0.063
1,,331.328,,,,6141,0,0.031
1,,331.359,,,,6142,0,0.031
2,,331.406,,,,6143,0.015,0.047
2,,331.469,,,,6144,0,0.063
2,,331.547,,,,6145,0,0.078
2,,331.609,,,,6146,0,0.062
2,,331.672,,,,6147,0,0.063
2,,331.734,,,,6148,0.016,0.062
1,,331.797,,,,6149,0,0.063
2,,331.844,,,,6150,0,0.047
2,,331.906,,,,6151,0,0.062
2,,331.969,,,,6152,0,0.063
1,,332.031,,,,6153,0.015,0.062
1,,332.063,,,,6154,0,0.032
1,,332.094,,,,6155,0,0.031
2,,332.141,,,,6156,0,0.047
2,,332.203,,,,6157,0,0.062
1,,332.266,,,,6158,0.016,0.063
1,,332.297,,,,6159,0.031,0.031
2,,332.344,,,,6160,0,0.047
2,,332.406,,,,6161,0,0.062
2,,332.469,,,,6162,0.016,0.063
1,,332.531,,,,6163,0,0.062
1,,332.563,,,,6164,0,0.032
2,,332.609,,,,6165,0,0.046
2,,332.672,,,,6166,0,0.063
2,,332.734,,,,6167,0.016,0.062
1,,332.797,,,,6168,0,0.063
1,,332.828,,,,6169,0,0.031
2,,332.875,,,,6170,0,0.047
2,,332.938,,,,6171,0,0.063
2,,333,,,,6172,0.015,0.062
1,,333.063,,,,6173,0,0.063
1,,333.094,,,,6174,0,0.031
2,,333.141,,,,6175,0,0.047
2,,333.203,,,,6176,0,0.062
1,,333.266,,,,6177,0.016,0.063
1,,333.297,,,,6178,0.031,0.031
2,,333.344,,,,6179,0,0.047
2,,333.406,,,,6180,0.016,0.062
2,,333.469,,,,6181,0,0.063
2,,333.547,,,,6182,0,0.078
2,,333.609,,,,6183,0,0.062
2,,333.672,,,,6184,0,0.063
2,,333.734,,,,6185,0.015,0.062
2,,333.813,,,,6186,0,0.079
2,,333.875,,,,6187,0,0.062
2,,333.938,,,,6188,0,0.063
2,,334,,,,6189,0,0.062
1,,334.063,,,,6190,0.016,0.063
1,,334.094,,,,6191,0,0.031
1,,334.125,,,,6192,0,0.031
2,,334.172,,,,6193,0,0.047
2,,334.234,,,,6194,0,0.062
1,,334.297,,,,6195,0.016,0.063
1,,334.328,,,,6196,0,0.031
1,,334.359,,,,6197,0,0.031
2,,334.406,,,,6198,0,0.047
2,,334.469,,,,6199,0.015,0.063
1,,334.531,,,,6200,0.031,0.062
1,,334.563,,,,6201,0,0.032
1,,334.594,,,,6202,0,0.031
2,,334.641,,,,6203,0,0.047
2,,334.703,,,,6204,0.016,0.062
1,,334.766,,,,6205,0,0.063
1,,334.797,,,,6206,0,0.031
1,,334.828,,,,6207,0,0.031
2,,334.875,,,,6208,0,0.047
2,,334.938,,,,6209,0.016,0.063
2,,335,,,,6210,0,0.062
1,,335.063,,,,6211,0,0.063
1,,335.094,,,,6212,0,0.031
1,,335.125,,,,6213,0,0.031
2,,335.172,,,,6214,0.015,0.047
2,,335.234,,,,6215,0,0.062
1,,335.297,,,,6216,0,0.063
1,,335.328,,,,6217,0,0.031
2,,335.375,,,,6218,0.016,0.047
2,,335.438,,,,6219,0.031,0.063
2,,335.5,,,,6220,0,0.062
1,,335.563,,,,6221,0,0.063
1,,335.594,,,,6222,0.016,0.031
1,,335.625,,,,6223,0,0.031
2,,335.672,,,,6224,0,0.047
2,,335.734,,,,6225,0,0.062
1,,335.797,,,,6226,0,0.063
1,,335.828,,,,6227,0.015,0.031
1,,335.859,,,,6228,0,0.031
2,,335.906,,,,6229,0,0.047
2,,335.969,,,,6230,0,0.063
1,,336.031,,,,6231,0.016,0.062
1,,336.063,,,,6232,0,0.032
1,,336.094,,,,6233,0,0.031
1,,336.125,,,,6234,0,0.031
2,,336.172,,,,6235,0.016,0.047
2,,336.234,,,,6236,0,0.062
1,,336.297,,,,6237,0,0.063
1,,336.328,,,,6238,0,0.031
1,,336.359,,,,6239,0,0.031
2,,336.406,,,,6240,0.015,0.047
2,,336.469,,,,6241,0.032,0.063
1,,336.531,,,,6242,0,0.062
1,,336.563,,,,6243,0,0.032
2,,336.609,,,,6244,0,0.046
2,,336.672,,,,6245,0.015,0.063
2,,336.734,,,,6246,0,0.062
1,,336.797,,,,6247,0,0.063
1,,336.828,,,,6248,0,0.031
2,,336.875,,,,6249,0.016,0.047
2,,336.938,,,,6250,0,0.063
2,,337,,,,6251,0,0.062
1,,337.063,,,,6252,0,0.063
2,,337.109,,,,6253,0,0.046
2,,337.172,,,,6254,0.015,0.063
2,,337.234,,,,6255,0,0.062
1,,337.297,,,,6256,0,0.063
1,,337.328,,,,6257,0,0.031
1,,337.359,,,,6258,0,0.031
2,,337.406,,,,6259,0.016,0.047
2,,337.469,,,,6260,0.031,0.063
1,,337.531,,,,6261,0,0.062
1,,337.563,,,,6262,0,0.032
1,,337.594,,,,6263,0.016,0.031
2,,337.641,,,,6264,0,0.047
2,,337.703,,,,6265,0,0.062
1,,337.766,,,,6266,0,0.063
1,,337.797,,,,6267,0,0.031
2,,337.844,,,,6268,0.016,0.047
2,,337.906,,,,6269,0,0.062
2,,337.969,,,,6270,0,0.063
2,,338.063,,,,6271,0,0.094
2,,338.125,,,,6272,0,0.062
2,,338.188,,,,6273,0.015,0.063
2,,338.25,,,,6274,0,0.062
2,,338.313,,,,6275,0,0.063
2,,338.375,,,,6276,0,0.062
2,,338.453,,,,6277,0,0.078
2,,338.516,,,,6278,0.016,0.063
2,,338.578,,,,6279,0.031,0.062
2,,338.641,,,,6280,0,0.063
2,,338.703,,,,6281,0,0.062
1,,338.766,,,,6282,0,0.063
2,,338.813,,,,6283,0.016,0.047
2,,338.875,,,,6284,0,0.062
2,,338.938,,,,6285,0,0.063
2,,339,,,,6286,0,0.062
1,,339.063,,,,6287,0.015,0.063
1,,339.094,,,,6288,0,0.031
2,,339.141,,,,6289,0,0.047
2,,339.203,,,,6290,0,0.062
1,,339.266,,,,6291,0,0.063
1,,339.297,,,,6292,0.016,0.031
1,,339.328,,,,6293,0,0.031
2,,339.375,,,,6294,0,0.047
2,,339.438,,,,6295,0,0.063
2,,339.5,,,,6296,0.016,0.062
1,,339.563,,,,6297,0,0.063
2,,339.609,,,,6298,0,0.046
2,,339.672,,,,6299,0,0.063
2,,339.734,,,,6300,0,0.062
1,,339.797,,,,6301,0.015,0.063
2,,339.844,,,,6302,0.031,0.047
2,,339.906,,,,6303,0,0.062
2,,339.969,,,,6304,0,0.063
1,,340.031,,,,6305,0.016,0.062
1,,340.063,,,,6306,0,0.032
1,,340.094,,,,6307,0,0.031
2,,340.141,,,,6308,0,0.047
2,,340.203,,,,6309,0.016,0.062
1,,340.266,,,,6310,0,0.063
1,,340.297,,,,6311,0,0.031
1,,340.328,,,,6312,0,0.031
1,,340.359,,,,6313,0,0.031
1,,340.391,,,,6314,0.015,0.032
2,,340.438,,,,6315,0,0.047
2,,340.5,,,,6316,0,0.062
1,,340.563,,,,6317,0,0.063
1,,340.594,,,,6318,0.016,0.031
1,,340.625,,,,6319,0.031,0.031
2,,340.672,,,,6320,0,0.047
2,,340.734,,,,6321,0,0.062
1,,340.797,,,,6322,0.016,0.063
1,,340.828,,,,6323,0,0.031
1,,340.859,,,,6324,0,0.031
2,,340.906,,,,6325,0,0.047
2,,340.969,,,,6326,0.015,0.063
1,,341.031,,,,6327,0,0.062
1,,341.063,,,,6328,0,0.032
2,,341.109,,,,6329,0,0.046
2,,341.172,,,,6330,0.016,0.063
2,,341.234,,,,6331,0,0.062
1,,341.297,,,,6332,0,0.063
1,,341.328,,,,6333,0,0.031
1,,341.359,,,,6334,0,0.031
2,,341.406,,,,6335,0.016,0.047
2,,341.469,,,,6336,0,0.063
1,,341.531,,,,6337,0,0.062
1,,341.563,,,,6338,0,0.032
2,,341.609,,,,6339,0,0.046
2,,341.672,,,,6340,0.015,0.063
2,,341.734,,,,6341,0.032,0.062
1,,341.797,,,,6342,0,0.063
1,,341.828,,,,6343,0.015,0.031
2,,341.875,,,,6344,0,0.047
2,,341.938,,,,6345,0,0.063
2,,342,,,,6346,0,0.062
1,,342.063,,,,6347,0,0.063
1,,342.094,,,,6348,0.016,0.031
2,,342.141,,,,6349,0,0.047
2,,342.203,,,,6350,0,0.062
1,,342.266,,,,6351,0,0.063
1,,342.297,,,,6352,0,0.031
2,,342.344,,,,6353,0.015,0.047
2,,342.406,,,,6354,0,0.062
2,,342.484,,,,6355,0,0.078
2,,342.547,,,,6356,0,0.063
2,,342.609,,,,6357,0,0.062
2,,342.672,,,,6358,0.016,0.063
2,,342.734,,,,6359,0.031,0.062
2,,342.813,,,,6360,0,0.079
2,,342.875,,,,6361,0,0.062
2,,342.938,,,,6362,0.016,0.063
2,,343,,,,6363,0,0.062
2,,343.078,,,,6364,0,0.078
2,,343.141,,,,6365,0,0.063
2,,343.203,,,,6366,0,0.062
1,,343.266,,,,6367,0.016,0.063
1,,343.297,,,,6368,0,0.031
2,,343.344,,,,6369,0,0.047
2,,343.406,,,,6370,0,0.062
2,,343.469,,,,6371,0,0.063
1,,343.531,,,,6372,0.015,0.062
1,,343.563,,,,6373,0,0.032
1,,343.594,,,,6374,0,0.031
2,,343.641,,,,6375,0,0.047
2,,343.703,,,,6376,0.016,0.062
1,,343.766,,,,6377,0.031,0.063
1,,343.797,,,,6378,0,0.031
1,,343.828,,,,6379,0,0.031
2,,343.875,,,,6380,0,0.047
2,,343.938,,,,6381,0.016,0.063
2,,344,,,,6382,0,0.062
1,,344.063,,,,6383,0,0.063
1,,344.094,,,,6384,0,0.031
2,,344.141,,,,6385,0.015,0.047
2,,344.203,,,,6386,0,0.062
1,,344.266,,,,6387,0,0.063
1,,344.297,,,,6388,0,0.031
1,,344.328,,,,6389,0.016,0.031
1,,344.359,,,,6390,0,0.031
2,,344.406,,,,6391,0,0.047
2,,344.469,,,,6392,0,0.063
1,,344.531,,,,6393,0,0.062
1,,344.563,,,,6394,0.016,0.032
1,,344.594,,,,6395,0,0.031
2,,344.641,,,,6396,0,0.047
2,,344.703,,,,6397,0,0.062
1,,344.766,,,,6398,0,0.063
1,,344.797,,,,6399,0.015,0.031
1,,344.828,,,,6400,0.031,0.031
1,,344.859,,,,6401,0,0.031
2,,344.906,,,,6402,0,0.047
2,,344.969,,,,6403,0,0.063
1,,345.031,,,,6404,0.016,0.062
1,,345.063,,,,6405,0,0.032
1,,345.094,,,,6406,0,0.031
2,,345.141,,,,6407,0,0.047
2,,345.203,,,,6408,0.016,0.062
1,,345.266,,,,6409,0,0.063
1,,345.297,,,,6410,0,0.031
2,,345.344,,,,6411,0,0.047
2,,345.406,,,,6412,0,0.062
2,,345.469,,,,6413,0.015,0.063
1,,345.531,,,,6414,0,0.062
1,,345.563,,,,6415,0,0.032
2,,345.609,,,,6416,0,0.046
2,,345.672,,,,6417,0,0.063
2,,345.734,,,,6418,0.016,0.062
1,,345.797,,,,6419,0.031,0.063
1,,345.828,,,,6420,0,0.031
2,,345.875,,,,6421,0,0.047
2,,345.938,,,,6422,0,0.063
2,,346,,,,6423,0.016,0.062
1,,346.063,,,,6424,0,0.063
1,,346.094,,,,6425,0,0.031
1,,346.125,,,,6426,0,0.031
2,,346.172,,,,6427,0.015,0.047
2,,346.234,,,,6428,0,0.062
1,,346.297,,,,6429,0,0.063
1,,346.328,,,,6430,0,0.031
